"[-1.6143327951431274, -0.8301151990890503]",|,"[-1.6001081466674805, -0.8099777102470398]",|,[-0.01422465 -0.02013749]
"[-1.5934607982635498, -0.7738615870475769]",|,"[-1.587973952293396, -0.7688030004501343]",|,[-0.00548685 -0.00505859]
"[-1.5830440521240234, -0.745761513710022]",|,"[-1.5682042837142944, -0.7251852750778198]",|,[-0.01483977 -0.02057624]
"[-1.562203049659729, -0.6895421743392944]",|,"[-1.5550087690353394, -0.6838943958282471]",|,[-0.00719428 -0.00564778]
"[-1.5517628192901611, -0.661419153213501]",|,"[-1.5356730222702026, -0.6406377553939819]",|,[-0.0160898 -0.0207814]
"[-1.5309072732925415, -0.6052040457725525]",|,"[-1.5235213041305542, -0.5999693274497986]",|,[-0.00738597 -0.00523472]
"[-1.5204813480377197, -0.5770877003669739]",|,"[-1.5043516159057617, -0.5570281147956848]",|,[-0.01612973 -0.02005959]
"[-1.4995996952056885, -0.5208619832992554]",|,"[-1.4918625354766846, -0.5164701342582703]",|,[-0.00773716 -0.00439185]
"[-1.4891588687896729, -0.49275708198547363]",|,"[-1.472375750541687, -0.47362270951271057]",|,[-0.01678312 -0.01913437]
"[-1.4682573080062866, -0.4365306794643402]",|,"[-1.460487723350525, -0.43349382281303406]",|,[-0.00776958 -0.00303686]
"[-1.4578222036361694, -0.4084152579307556]",|,"[-1.4412285089492798, -0.3908936381340027]",|,[-0.01659369 -0.01752162]
"[-1.4421546459197998, -0.36624306440353394]",|,"[-1.429791808128357, -0.3509736657142639]",|,[-0.01236284 -0.0152694 ]
"[-1.4264743328094482, -0.3240665793418884]",|,"[-1.410922646522522, -0.3086678385734558]",|,[-0.01555169 -0.01539874]
"[-1.4056007862091064, -0.2678378224372864]",|,"[-1.3993767499923706, -0.26868557929992676]",|,[-0.00622404  0.00084776]
"[-1.395158052444458, -0.23971644043922424]",|,"[-1.3807419538497925, -0.22648552060127258]",|,[-0.0144161  -0.01323092]
"[-1.3794891834259033, -0.19753894209861755]",|,"[-1.36524498462677, -0.185241237282753]",|,[-0.0142442 -0.0122977]
"[-1.363834023475647, -0.15535663068294525]",|,"[-1.3540736436843872, -0.14516398310661316]",|,[-0.00976038 -0.01019265]
"[-1.3481924533843994, -0.11320002377033234]",|,"[-1.335547685623169, -0.10295553505420685]",|,[-0.01264477 -0.01024449]
"[-1.3273072242736816, -0.056965988129377365]",|,"[-1.3237971067428589, -0.06250044703483582]",|,[-0.00351012  0.00553446]
"[-1.3168643712997437, -0.028837868943810463]",|,"[-1.3053462505340576, -0.020214848220348358]",|,[-0.01151812 -0.00862302]
"[-1.295982003211975, 0.02740340307354927]",|,"[-1.2943259477615356, 0.020382987335324287]",|,[-0.00165606  0.00702042]
"[-1.285547137260437, 0.055513881146907806]",|,"[-1.276071310043335, 0.06274999678134918]",|,[-0.00947583 -0.00723612]
"[-1.2646925449371338, 0.11174064874649048]",|,"[-1.2650240659713745, 0.10374961793422699]",|,[0.00033152 0.00799103]
"[-1.2490272521972656, 0.15391549468040466]",|,"[-1.2470563650131226, 0.14622581005096436]",|,[-0.00197089  0.00768968]
"[-1.2333579063415527, 0.19610801339149475]",|,"[-1.2316597700119019, 0.18834622204303741]",|,[-0.00169814  0.00776179]
"[-1.2229188680648804, 0.22421379387378693]",|,"[-1.2205021381378174, 0.23002073168754578]",|,[-0.00241673 -0.00580694]
"[-1.2072476148605347, 0.2664065659046173]",|,"[-1.2023508548736572, 0.27276772260665894]",|,[-0.00489676 -0.00636116]
"[-1.186345100402832, 0.3226171135902405]",|,"[-1.191080927848816, 0.31490078568458557]",|,[0.00473583 0.00771633]
"[-1.1759026050567627, 0.3507525324821472]",|,"[-1.1721141338348389, 0.35787612199783325]",|,[-0.00378847 -0.00712359]
"[-1.155006766319275, 0.40697741508483887]",|,"[-1.1614751815795898, 0.40043801069259644]",|,[0.00646842 0.0065394 ]
"[-1.1445577144622803, 0.4350971281528473]",|,"[-1.1428890228271484, 0.4434940218925476]",|,[-0.00166869 -0.00839689]
"[-1.1236813068389893, 0.49133235216140747]",|,"[-1.130835771560669, 0.48654383420944214]",|,[0.00715446 0.00478852]
"[-1.1132394075393677, 0.5194352269172668]",|,"[-1.1124018430709839, 0.5296745300292969]",|,[-0.00083756 -0.0102393 ]
"[-1.0975921154022217, 0.561599612236023]",|,"[-1.1003093719482422, 0.5730388760566711]",|,[ 0.00271726 -0.01143926]
"[-1.081950306892395, 0.6037656664848328]",|,"[-1.0820883512496948, 0.6162716150283813]",|,[ 0.00013804 -0.01250595]
"[-1.0662764310836792, 0.6459745168685913]",|,"[-1.0693923234939575, 0.6599085330963135]",|,[ 0.00311589 -0.01393402]
"[-1.0454251766204834, 0.7021748423576355]",|,"[-1.0542960166931152, 0.7035130858421326]",|,[ 0.00887084 -0.00133824]
"[-1.0349757671356201, 0.7303100824356079]",|,"[-1.0361026525497437, 0.746732771396637]",|,[ 0.00112689 -0.01642269]
"[-1.0140873193740845, 0.7865587472915649]",|,"[-1.0227450132369995, 0.7906261086463928]",|,[ 0.00865769 -0.00406736]
"[-0.9983938336372375, 0.8287268877029419]",|,"[-1.0042517185211182, 0.8336700797080994]",|,[ 0.00585788 -0.00494319]
